Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Product ID,Product Name,Category,Sub-Category,Region,State,City,Sales,Profit,Quantity,Discount,Ship Mode,Salesperson,Payment Method
ORD-101535,2023-04-17,"Apr 18, 2023",LG-23473,Lori Guerrero,Corporate,OFF-FA-8161, Avery Executive Fastener,Office Supplies,Fasteners,central,texas,Dallas,821.2,111.72,9,0.4,Standard Class,Larry Harris,PAYPAL
ORD-111003,2023-05-16,2023-05-22,KR-11934,Kathy Rivas,Consumer,TEC-AC-7523,Samsung Deluxe Accessorie,Technology ,Accessories,Central,Ohio,COLUMBUS,26148.4,-1152.67,12,0.1,STANDARD CLASS,Pamela Gutierrez,Debit  Card
ORD-105937,"Feb 11, 2023",15/02/2023,JA-93507,JULIE ALEXANDER,Corporate,OFF-ST-8179,Acme Heavy-Duty Storage,Offce Supplies,Storage,West,Washington,Spokane,1716.6,588.03,11,0.2, Second Class,Amber Yang,Gift Card
ORD-111282,09/04/2025,2025-09-07,JS-82845,Jason Stein,Home Office,TEC-CO-2900,HP Adjustable Computer,technology,Computers,Central,Illinois,Chicago,1529.9,477.44,1,0.0,Second Class,Robert Dennis,debit card
ORD-105581,"Jun 12, 2022",2022-06-12,VM-53515,Victor Morris,Consumer,OFF-FA-8161, Avery Executive Fastener,office supplies,Fasteners,West,Oregon,Portland,821.2,160.68,6,0.1,FIRST CLASS,James Webster,Gift Card
ORD-100949,07-13-2024,18/07/2024,CH-16028,Casey Hernandez,Corporate,OFF-AR-8368,XEROX DELUXE ART,OFFICE SUPPLIES,Art,East,New Jersey,Jersey City,141.42,3.76,6,0.0,Standard Class ,Samuel Turner, Cash
ORD-107712,2025-02-08,"Feb 10, 2025",WP-65333,Whitney Peters,Home Office,FUR-FU-4984,Global Heavy-Duty Furnishing,Furniture,Furnishings,Central,Texus,Dallas,5617.1,-306.92,10,0.3, Second Class,Robert Dennis,N/A
ORD-102912,25/06/2023,"Jun 26, 2023",RB-46471,Renee Bruce,Corporate,FUR-CH-5456,Sauder Adjustable Chair,Furniture,Chairs,West,california,San Diego ,"2,060.14",-286.67,-6,0.3,standard class,Travis Hobbs,DEBIT CARD
ORD-106293,2023-12-06,2023-12-12,MT-54725,Mary Thompson, Consumer,OFF-AR-8871,Newell Deluxe Art,Office Supplies,Art,West, California,Los Angeles,311.38,55.62,2,0.0,First Class,Zachary Mendoza,Debit Card
ORD-102125,2024-10-13,10-14-2024,GP-53573,Gregory Peck,Home Office,OFF-LA-7825,Newell Premium Label,Office Supplies,Labels ,central, Illinois,Springfield,778.6,81.42,7,0.5,STANDARD CLASS,Renee Melendez,PayPal
ORD-107378,06/07/2023,N/A,JH-30969,Jordan Henderson,HOME OFFICE,OFF-SU-7698,Avery Compact Supplie,Office Supplies ,Supplies,central, Texas,Austin ,"1,014.93",44.02,7,0.1,Standard Class,Andrew Harper, Bank Transfer
ORD-111871,04-22-2022,"Apr 23, 2022",CH-34931,Cheyenne Horton,HOME OFFICE,OFF-EN-5067,3M Wireless Envelope,OFFICE SUPPLIES,Envelopes,EAST,New Yrok,New York City,277.08,-11.45,8,0.5,Second Class,Robert Dennis,Credit Card
ORD-106439,24/12/2022,12-29-2022,JS-73699,Jessica Smith,Consumer,TEC-CO-3252,HP Classic Copier,TECHNOLOGY,Copiers,Central,Ohoi,Columbus,"2,769.74",457.64,4,0.5, Same Day,Ryan Landry,Gift Card
ORD-110703,2022-02-05,02/09/2022,YC-30866,Yvonne Chambers ,Home Office,FUR-CH-8635,Bush Ergonomic Chair,Furniture ,Chairs,East,Pennsylvannia,Pittsburgh,310.07,3.98,1,0.0,Second Class,James Webster,Credit Card
ORD-107356,"Mar 08, 2023",03-12-2023,SJ-50857,Sierra Johnson,corporate,TEC-MA-6152,Apple Standard Machine,Tech,Machines,South,Florida,Orlando,"1,921.50",128.93,6,0.4,First Class,Robert Dennis,Debit Card
ORD-110543,01-07-2023,07/01/2023,DG-43586,N/A,corporate,FUR-FU-8391,Hon Premium Furnishing,Furniture,Furnishings,West,WASHINGTON,Spokane,"$2,402.34",762.11,3,0.0,Second Class,Kristen Rowe,Gift Card
ORD-104598,2025-12-01,"Dec 03, 2025",DK-38043,Daniel Kane,Consumer,TEC-AC-4216,HP Compact Accessorie,Technology ,Accessories,South,Georgia,Atlanta,831.65,148.08,1,0.4,Standard Class ,Felicia Krueger,DEBIT CARD
ORD-101499,03/29/2024,04-05-2024,ZH-48427,Zachary Hicks,Home Office ,TEC-CO-6554,Lenovo Adjustable Copier,TECHNOLOGY, Copiers,Central ,Illinois,Springfield,"$2,251.04",-50.87,2,0.1,Second Class,LARRY HARRIS,PayPal
ORD-102018,09/18/2022,2022-09-25,JD-44718,John Daniel, Consumer,OFF-FA-8218,Newell Heavy-Duty Fastener,Office Supplies, Fasteners,Central,Ohio,Cleveland,609.2,35.42,7,0.1,First Class,Tammy Boone, Cash
ORD-102749,05/17/2022,05-19-2022,DW-86622,Donald Wright, Corporate,OFF-AR-6161,Xerox Compact Art ,Office Supplies,Art,South,Florida,Miami ,$531.19,73.69,3,0.15,Second Class,Zachary Mendoza,Cash
ORD-107839,10/20/2025,10/24/2025,SJ-65108,Shannon James,Home Office,OFF-ST-3248,Avery Deluxe Storage,Office Supplies,Storage,WEST,California,San Francisco,$715.05,163.12,6,0.5,second class,Justin Walker,NULL
ORD-102133,10/06/2022,06/17/2022,MF-81643,Maria Fisher,Consumer,TEC-PH-7655,HP Classic Phone,Technology ,Phones,EAST,Pennsylvania,Pittsburgh,"4,214.11",307.66,3,0.3,first class,Maria Henry,Bank Transfer
ORD-103135,"Feb 10, 2023",02-12-2023,NM-59695,Nathan Malone,Home Office ,TEC-CO-4918,Canon Portable Copier,technology,Copiers ,South,georgia,Savannah,8506.6,2344.36,6,0.3,Standard Class,Renee Melendez,Debit Card
ORD-110336,04-15-2023,18/04/2023,CH-38361,Courtney Hayes,Home Office,TEC-MA-3762,hp portable machine,technology,Machines,Central,Illinois,Springfield,9344.0,3164.4,8,0.2,Standard Class,Robert Jackson,N/A
ORD-109273,2022-04-28,"Apr 29, 2022",RS-69829,Richard Smith,Consumer,OFF-ST-4898,Avery Wireless Storage,Office Supplies,Storage,East,New York,new york city,$745.91,48.54,11,0.0, First Class,Joseph Howard,CREDIT CARD
ORD-101770,"Apr 25, 2023","Apr 26, 2023",HB-20641,Heather Bolton,Consumer,OFF-EN-6222,Acme Portable Envelope,Office Supplies,Envelopes,South,florida,Orlando ,320.8,102.8,7,0.4,second class,Connie Turner,
ORD-112650,07/12/2025,07-18-2025,RV-31643,Rebecca Valencia,Corporate ,TEC-AC-2712,apple ergonomic accessorie,Tech,Accessories,South ,GEORGIA,Savannah,"$1,957.52",N/A,1,0.15,First Class,Amber Yang,Debit Card
ORD-107449,06/08/2023,08/13/2023,KR-44737, Keith Rodriguez,CORPORATE,FUR-BO-6567,NOVIMEX COMPACT BOOKCASE,Furniture,Bookcases,east,New Jersey,Jersey City ,2393.16,772.43,7,0.0,First Class,Emma Butler, Bank Transfer
ORD-101016,2025-05-09,"May 15, 2025",GW-89806,,consumer,FUR-FU-8391,Hon Premium Furnishing,furniture,Furnishings,South,Florida,Tampa,"6,125.97",-474.21,9,0.15,Same day ,David Robinson,Gift Card
ORD-112437,02/08/2023,"Feb 13, 2023",WG-41439,WILLIAM GOULD,consumer,OFF-ST-4968,Acme Classic Storage,Office Supplies,Storage, West,Oregon,Eugene,131.62,-19.0,5,0.1,Second Class,Felicia Krueger,Credit Card
ORD-111758,14/05/2022,2022-05-15,DC-49529,Dana Chapman, Home Office,OFF-BI-6119,Xerox Heavy-Duty Binder,Office Supplies ,Binders ,West ,Oregon,Eugene ,$197.14,53.83,4,0.1,Same Day,Kyle Chambers,Cash
ORD-112516,10-02-2025,10/06/2025,LM-94607,Lindsay Martinez,Corporate,TEC-PH-3711,Samsung Classic Phone,Technology,Phones,East,new jersey,Newark,8486.1,1176.3,9,0.4,Same Day,Katherine Stark,Gift Card
ORD-100049,08-30-2023,03/09/2023,FW-18968,Franklin Wright, Consumer,FUR-FU-2041,DMI Executive Furnishing,Furniture,Furnishings,central,Illinois,Chicago,899.14,247.82,2,0.0,Standard Class,Tammy Boone,Debit Card
ORD-108187,"Mar 20, 2023",27/03/2023,RH-87993,rebecca hicks,Home Office ,OFF-PA-9626,Boston Portable Paper,Office Supplies,Paper,Central,Illinois,Chicago,115.2,21.15,1,0.4,Second Class,Maria Brown,DEBIT CARD
ORD-101713,02/21/2024,2024-02-25,KR-45954,Kelsey Rodriguez,Consumer,OFF-AR-5016,Newell Portable Art,Office Supplies,Art,Central,Illinois,Chicago,$79.30,-5.76,10,0.0,same day,Robert Jackson,Cash 
ORD-100059,12-03-2022,2022-12-10,TT-72402,Travis Tucker,Home Office,TEC-PH-3222,Canon Portable Phone,Technology ,Phones,East,Pennsylvania,Pittsburgh,5922.7,465.07,7,0.1,Standard Class,Andrew Harper,PayPal
ORD-101500,12/20/2022,20/12/2022,KM-10726,Kiara Mcintyre,Consumer,OFF-ST-1645,Newell Executive Storage,Office Supplies,Storage,central,ohio,Cleveland,"1,180.41",399.01,9,0.1, Second Class,Jennifer Hernandez,Credit  Card
ORD-103038,07-24-2025,07/28/2025,AC-97782,Alexander Collins,HOME OFFICE,OFF-EN-5558,Boston Pro Envelope,Office Supplies,Envelopes,East,New Jersey,Newark,1377.12,132.63,12,0.0,first class,Felicia Krueger,gift card
ORD-112235,2025-08-06,08/09/2025,BR-10074,Brian Rodriguez ,Home Office,OFF-PA-9796,Boston Executive Paper,Office Supplies,Paper, South, Florida, Miami,1385.64,158.08,12,0.0,First Class,William Harrison,Credit Card
ORD-100171,08/09/2023,16/08/2023,MB-86011,Melissa Bishop,Home Office,OFF-ST-5873,Acme Classic Storage, Office Supplies, Storage,East, Pennsylvania,Pittsburgh,"1,349.44",285.17,8,0.0,First Class,Maria Henry, Bank Transfer
ORD-100680,09-08-2023,11/09/2023,JG-19602,jessica gross,Home Office,TEC-AC-1725,Logitech Classic Accessorie,TECHNOLOGY,Accessories, South,Florida,Miami,2915.42,-436.08,3,0.4,Second Class,William David DDS,Gift Card
ORD-106226,2023-01-30,02/02/2023,TW-89131,Tommy Walter, Corporate,TEC-CO-2900,HP Adjustable Computer,Technology,Computers,West,Oregon,Portland,"6,425.58",-627.53,7,0.4, Same Day,Ryan Landry,NULL
ORD-106817,"Jan 01, 2024","Jan 03, 2024",ME-64948,Michael Elliott,Home Office,TEC-MA-5911,Lenovo Pro Machine,Technology,Machines,Central,Illinois,Chicago,52.07,-2.34,1,0.15,second class,Robert Jackson,PayPal
ORD-100627,04/03/2022,"Apr 04, 2022",RK-27892,Reginald Knapp,Consumer,OFF-FA-4145,Acme Ergonomic Fastener,Office Supplies,Fasteners,West,oregon,Eugene,125.8,28.78,7,0.15, Same Day,Emma Butler,Gift Card
ORD-109891,13/03/2025,03/19/2025,ME-64948,Michael Elliott, Home Office,OFF-SU-5341,Xerox Ergonomic Supplie,Office Supplies,Supplies,south,Georgia,Atlanta ,"$1,213.68",-18.81,12,0.5,Frist Class,Katherine Stark , Debit Card
ORD-100061,"Feb 07, 2025",2025-02-13,JS-68082,Joyce Solis,Home Office ,TEC-MA-7129,canon ergonomic machine,Tech,Machines,South,Florida,Orlando,"5,806.23",253.75,3,0.0,Second Class,Travis Hobbs,Gift Card
ORD-107763,02/18/2022,02-22-2022,ER-44816,Emma Reed, Consumer,FUR-BO-2083,Global Heavy-Duty Bookcase,Furniture,Bookcases,East,NEW YORK,Albany,1227.0,160.9,5,0.2,Same day ,Tammy Boone,debit card
ORD-106561,25/07/2025,07/30/2025,EW-31805,Emily Wilson,Home Office,OFF-EN-3281,3M Heavy-Duty Envelope,Office Supplies,Envelopes,East,New Jersey,Jersey City,807.00,-95.23,8,0.5,Second Class,Robert Jackson,Credit Card
ORD-104584,07-05-2024,07/07/2024,HL-66148,HANNAH LUNA,HOME OFFICE,OFF-FA-3254,Acme Standard Fastener,Office Supplies,Fasteners, East,New York,New York City ,572.02,-74.64,8,0.4,Second Class, Emma Butler,Debit Card
ORD-110075,"Sep 13, 2025","Sep 17, 2025",EM-59856,Evelyn Martinez,corporate,FUR-BO-5186, Bush Standard Bookcase,FURNITURE,Bookcases,EAST,new york,Albany,1300.14,290.97,5,0.1,Same Day, Felicia Krueger,CASH
ORD-103140,"Feb 27, 2024",2024-03-01,JY-53933,John Young,Consumer,TEC-AC-1187,Samsung Compact Accessorie,Tech,Accessories,Central,Ohio,Columbus,"4,558.45",1595.3,10,0.5, Second Class,Ryan Landry,Credit Card
ORD-107720,05-26-2024,01/06/2024,KB-78021,Kristy Bryan,Home Office,FUR-FU-5927,Bush Premium Furnishing,Furniture,Furnishings, East,New York,Buffalo,"5,597.93",716.8,8,0.1,Frist Class,William David DDS,Cash
ORD-107019,"Jun 03, 2023","Jun 10, 2023",SM-79822,Stephen Mckee, Consumer,TEC-MA-4043,Epson Adjustable Machine,technology,Machines,East,Pennsylvania,Philadelphia,12770.2,3214.23,11,0.3,standard class,Robert Jackson,
ORD-104890,"Jan 04, 2022",01-10-2022,SG-70068,Samantha Garcia,Home Office,OFF-LA-3758,Boston Portable Label,Office Supplies,Labels, Central,Ohio,Columbus,405.6,-7.44,11,0.5,STANDARD CLASS,Zachary Mendoza,PayPal
ORD-106720,2022-12-12,12/19/2022,AH-46048,Angie Henderson,Consumer,OFF-BI-6119,Xerox Heavy-Duty Binder,Office Supplies,Binders,South ,Florida,Miami,246.42,20.83,9,0.5,Standard Class,Kyle Chambers,Credit Card
ORD-103022,2024-12-31,01-03-2025,EO-86350,Elizabeth Oliver DDS,Home Office,FUR-TA-6277,Bush Standard Table,Furniture,Tables,West,Califronia,San Francisco,601.99,88.19,1,0.2,Same Day,Maria Henry,PayPal
ORD-109965,06/02/2023,2023-06-09,JG-63225,Jessica Garcia,Home Office,FUR-CH-8635,BUSH ERGONOMIC CHAIR,FURNITURE,Chairs, East,Pennsylvania,Philadelphia,1317.8,-186.78,5,0.15,Standard Class,Ryan Landry,credit card
ORD-110309,11-17-2022,"Nov 21, 2022",JV-19359,Joshua Vance,Consumer,OFF-EN-9209,Boston Compact Envelope,Office Supplies, Envelopes, South,Georgia,Atlanta,$691.97,213.07,8,0.15,First Class,Maria Brown,debit card
ORD-108570,03-31-2024,04/04/2024,KS-33509,Kathryn Snyder, Home Office,TEC-AC-7523,Samsung Deluxe Accessorie,Technology ,Accessories,Central, Texas,Austin,"$14,526.90",-1460.27,6,0.0,Standard Class,Robert Jackson,
ORD-111152,08-17-2023,2023-08-24,EE-27342,,Home Office,TEC-PH-5668,Canon Portable Phone,Technology,Phones,East,NEW JERSEY,Newark,1559.1,NULL,1,0.1,First Class,Ryan Landry,Gift Card
ORD-100639,13/12/2023,12/19/2023,DG-43586,Douglas Gregory,Corporate ,OFF-PA-1349,Newell Premium Paper,Office Supplies,Paper,East , Pennsylvania,Pittsburgh,210.15,-3.37,1,0.15,SAME DAY,Nathaniel Lee,Bank Transfr
ORD-108363,11/01/2024,01/11/2024,EB-62383,Edward Burgess,Consumer,OFF-AR-5016,Newell Portable Art,Office Supplies,Art,East,Pennsylvania,Pittsburgh,71.37,-3.43,9,0.0,Second Class,Justin Walker,Gift Card
ORD-109965,2023-06-02,2023-06-09,JG-63225,Jessica Garcia,Home Office,OFF-BI-6482,Acme Classic Binder,Office Supplies,Binders,East,Pennsylvania,Philadelphia,170.24,15.02,1,0.0,STANDARD CLASS,Ryan Landry,Credit Card
ORD-103973,06/08/2025,"Jun 14, 2025",MA-62976,Mr. Alexander Landry MD ,Home Office,OFF-ST-1645,Newell Executive Storage,Office Supplies,Storage,Central,Ohio,Columbus,437.2,-63.07,3,0.0, Second Class,JUSTIN WALKER,PAYPAL
ORD-107574,2023-10-25,11/01/2023,JD-29887,Julie Dominguez,Consumer,OFF-ST-4968, Acme Classic Storage,Office Supplies,Storage,central,Texus,Houston,163.8,-5.26,8,0.3,Second Class,Ryan Landry,Cash
ORD-109201,"Dec 22, 2025",12-27-2025,TH-28131,Tracy House,Home Office,TEC-PH-3711,Samsung Classic Phone,Tech,Phones,Central,Ohio,Cleveland,"$10,371.90",298.96,11,0.4,Second Class,Maria Brown,Debit Card
ORD-111967,2023-10-14,2023-10-18,DM-92727,David Molina,HOME OFFICE,OFF-LA-7070,Avery Pro Label,office supplies,Labels,East ,New York,New York City,308.86,72.57,6,0.15,Second Class,Zachary Mendoza,Credit  Card
ORD-101301,2023-12-05,12-08-2023,DE-43386,Diane Evans,Consumer,TEC-CO-1025,Dell Adjustable Computer,Technology,Computers ,CENTRAL,Texas,Austin,$924.90,234.09,3,0.5,Standard Class,David Robinson,cash
ORD-110280,12/11/2024,11/15/2024,CG-41890,Christopher Guerra,Corporate,TEC-AC-2337,Canon Adjustable Accessorie,Technology,Accessories,South,Florida,Miami,$215.78,N/A,4,0.4, Second Class,Tammy Boone,Debit  Card
ORD-103719,05/19/2024,"May 23, 2024",CT-57739,Colin Terry,Corporate,FUR-CH-2463,Bush Adjustable Chair ,Furniture,Chairs,West, California,San Diego,"2,005.38",345.04,3,0.0, Second Class,Larry Harris,credit card
ORD-107986,2023-03-29,04/05/2023,ES-47667,Elizabeth Sharp,Consumer,TEC-CO-3513,Apple Heavy-Duty Copier,Technology ,copiers,West,Oregon,Portland,"4,746.16",-651.99,2,0.0,Second Class,Maria Henry,GIFT CARD
ORD-105628,08-26-2023,2023-09-02,AM-49618,Aaron Miller,Consumer,OFF-AR-1783,Xerox Wireless Art, Office Supplies,Art,Central,Ohoi,Columbus,92.0,2.2,4,0.3,Standard Class,Robert Dennis,Debit Card
ORD-102038,03/01/2022,01-03-2022,MV-23710,Morgan Valencia,CONSUMER,OFF-AR-1783,Xerox Wireless Art,Office Supplies,Art,West,Washington,Seattle,-236.66,78.28,8,0.1,Same day ,Suzanne Wood,GIFT CARD
ORD-101965,07-11-2023,,KR-45954,Kelsey Rodriguez,Consumer,FUR-FU-1436,DMI Compact Furnishing,FURNITURE,Furnishings,Central, Texas,Dallas,1936.7,111.41,5,0.3,Same Day,Lori Simmons,bank transfer
ORD-101189,04/30/2025,05-06-2025,JG-82102,James Gilbert,Consumer,OFF-EN-5558,Boston Pro Envelope,Office Supplies ,Envelopes,West ,WASHINGTON,Seattle,$206.57,7.23,3,0.4,Same Day,joseph howard,Credit Card
ORD-107780,22/11/2022,"Nov 29, 2022",CV-88561,Christian Vaughn,Home Office,OFF-AR-8037,Fellowes Heavy-Duty Art, Office Supplies,Art,south,Florida,Orlando,$525.00,180.42,11,0.1,Standard Class,Andrew Harper,NULL
ORD-102395,08-20-2025,08-25-2025,LH-40784,LAURA HANEY,Home Office ,TEC-CO-7108,Logitech Wireless Copier,Tech,Copiers,central,Texas,Houston,"$2,059.66",502.18,3,0.3,Second Class,Pamela Gutierrez, Cash
ORD-103367,27/08/2022,"Sep 03, 2022",BL-42914,Brian Lee,Consumer,TEC-PH-3222,Canon Portable Phone,Technology ,Phones,Central,Texas,Houston,5076.6,401.99,9,0.4,FIRST CLASS,Samuel Turner,GIFT CARD
ORD-103442,2025-09-06,09-10-2025,MM-80697,Matthew Mcmillan,Home Office,TEC-CO-1981,Epson Ergonomic Computer,Technology,Computers,South,Georgia,Atlanta,1119.3,-149.07,5,0.4,Second Class,Maria Henry,NULL
ORD-109933,08/04/2024,08/11/2024,JG-19602,jessica gross,Home Office,OFF-AR-4588,Boston Wireless Art,Office Supplies,Art, West,California,Los Angeles,$833.44,184.26,7,0.3, Standard Class,Ryan Landry,PayPal
ORD-104278,01/16/2024,22/01/2024,JR-65615,Joshua Rice,Home Office,OFF-FA-7437,Fellowes Compact Fastener,Office Supplies,Fasteners,East ,New Jersey,Newark,$219.09,-22.17,5,0.15,First Class,Justin Walker,Bank Transfer
ORD-100253,04-21-2023,04/26/2023,JA-51145,Jasmin Alvarado,Home Office,OFF-EN-2388,3M Heavy-Duty Envelope, Office Supplies,Envelopes,Central,Texas,Austin,"$1,090.82",295.56,11,0.5,First Class,Jennifer Hernandez,Gift Card
ORD-105477,01/26/2025,"Jan 27, 2025",DL-39219,Donna Landry,Consumer,OFF-EN-6992,Acme Portable Envelope,OFFICE SUPPLIES,Envelopes,East ,Pennsylvania,Philadelphia,811.08,-89.17,12,0.0,standard class,Felicia Krueger,Bank Transfer
ORD-104757,05/27/2024,06-02-2024,AH-30028,Andrea Hubbard,Home Office,TEC-MA-2526,Apple Pro Machine,Tech, Machines,Central ,Ohio,Cleveland,"8,098.65",-542.76,7,0.0,First Class,Maria Henry,Gift Card
ORD-105659,01-12-2024,01/13/2024,JD-29887,Julie Dominguez,Consumer,FUR-TA-9543,DMI Deluxe Table,Furniture,Tables,EAST,New Jersey,Jersey City,1257.48,230.12,7,0.4, Same Day,Felicia Krueger,Bank Transfer
ORD-110803,"May 10, 2022","May 14, 2022",BR-87236,Brian Ramirez,CORPORATE,TEC-CO-7108,Logitech Wireless Copier,Technology ,Copiers,East,Pennsylvania,Pittsburgh,980.8,31.75,1,0.0,First Class,Samuel Turner,Credit Card
ORD-102103,12/31/2022,2023-01-03,ZM-43466,Zachary Michael,Home Office,FUR-BO-5295,Novimex Pro Bookcase,Furniture,Bookcases,Central ,Texas,Austin,"3,256.32",121.34,10,0.4,SAME DAY,Robert Dennis,Gift Card
ORD-106599,"Mar 04, 2023",03-05-2023,JT-11267,Justin Torres,Consumer,FUR-FU-5927, Bush Premium Furnishing,Furniture,Furnishings,West ,California,San Diego,7774.9,-307.37,10,0.0,First Class,Robert Dennis, Cash
ORD-108196,2023-01-30,02-02-2023,NE-82384,Nancy Evans MD,Corporate,OFF-LA-1357,Acme Executive Label,Office Supplies ,Labels,West ,Washington, Spokane,811.00,258.62,5,0.0,STANDARD CLASS,DAVID ROBINSON,Bank Transfer
ORD-101902,2025-10-19,23/10/2025,MP-83792,Madison Poole,CONSUMER,TEC-AC-3852,Logitech Pro Accessorie,Technology,Accessories,West ,Washingtion,Seattle,"$14,098.81",912.5,11,0.0,First Class,Katherine Stark ,Bank Transfer
ORD-109008,2023-02-27,03/06/2023,DB-23947,Daniel Baker,Home Office,OFF-EN-3281,3M Heavy-Duty Envelope,Office Supplies,Envelopes,West,washington,Seattle,1331.5,77.05,11,0.4,Standard Class ,Amber Yang,Cash
ORD-109115,2022-10-11,18/10/2022,MM-15778,Melissa Martinez,Consumer,TEC-AC-2233,HP Ergonomic Accessorie,Technology,accessories,West,California,Los Angeles,"$24,652.58",702.22,12,0.15,Second Class,Robert Jackson,Debit Card
ORD-107598,12-01-2023,02/12/2023,DA-54473,David Alvarez,CONSUMER,OFF-BI-7756,Acme Deluxe Binder,OFFICE SUPPLIES,Binders,West,Washington,Seattle,92.41,-6.6,7,0.3,second class,Justin Walker,PAYPAL
ORD-103410,"Jan 30, 2022",2022-02-02,DF-74451,Donna Frye,Consumer ,OFF-EN-2559,Newell Executive Envelope,Office Supplies,Envelopes, East, Pennsylvania,Philadelphia,418.92,141.19,12,0.0,Same Day,Samuel Turner,CASH
ORD-104558,09/11/2025,"Sep 15, 2025",AG-21359,Antonio Garcia,Corporate ,OFF-FA-8161,Avery Executive Fastener,OFFICE SUPPLIES, Fasteners,Central,Texas,Dallas,1520.8,-38.47,10,0.0,Same day ,Larry Harris,PayPal
ORD-104765,13/12/2024,2024-12-16,AK-99364,Amy Kelley,Consumer,FUR-FU-1436,DMI Compact Furnishing,Furniture,Furnishings,East,New Jersy, Newark,"$4,426.72",812.74,10,0.2,SAME DAY, David Robinson,GIFT CARD
ORD-102598,09-25-2022,09-25-2022,AT-89593,NULL,Home Office,OFF-LA-1357,Acme Executive Label, Office Supplies,Labels,West,Oregon,Portland,$454.16,53.17,4,0.3,Standard Class,Kristin Mendoza, Debit Card
ORD-111779,06-06-2024,"Jun 08, 2024",CC-92155, Casey Chase,Home Office,TEC-AC-2479,HP Classic Accessorie,Technology ,Accessories,Central,Texas,Houston,2555.06,-112.68,2,0.0,First Class,Pamela Gutierrez,bank transfer
ORD-110264,"Jun 28, 2025",07/05/2025,MP-35485,Maria Parker, Home Office,OFF-BI-6482,Acme Classic Binder,OFFICE SUPPLIES,BINDERS,East,new jersey,Jersey City,"$1,021.44",107.11,6,0.0,First Class,Kristin Mendoza,Gift Card
ORD-102933,12-19-2023,12/26/2023,DM-81228,Denise Martinez, Corporate,TEC-CO-4022, Canon Adjustable Copier, Technology,Copiers,South,Florida,Miami,"$3,465.25",170.18,3,0.3,STANDARD CLASS,Samuel Turner,bank transfer
ORD-104534,2025-12-17,12-19-2025,CL-61645,Christian Leblanc ,HOME OFFICE,FUR-FU-2211,Bevis Adjustable Furnishing, Furniture,Furnishings,SOUTH,florida,Orlando,1278.6,,5,0.4, First Class,Michael Morrison,Debit  Card
ORD-104875,04-21-2025,04/28/2025,RM-47752,Robert Morgan,Corporate,TEC-MA-7438,Samsung Standard Machine,Tech,Machines,West,California,San Diego,4448.4,1359.35,4,0.4,Standard Class ,William Harrison,Cash
ORD-102739,"Mar 21, 2024",26/03/2024,KG-97900,Kimberly Gibson,Consumer ,OFF-EN-1485,Acme Wireless Envelope,Office Supplies,Envelopes,Central, Illinois,Springfield,284.35,90.33,5,0.5,First Class,Larry Harris,Debit Card
ORD-107499,08/03/2025,"Aug 03, 2025",TB-44099,Tracy Burke ,Corporate,FUR-FU-2745,Sauder Wireless Furnishing ,Furniture,Furnishings,East,NEW YORK,Albany,534.2,-31.93,5,0.1,Second Class,Felicia Krueger,Cash
ORD-100652,"Jun 16, 2022",17/06/2022,JR-81376,Jodi Roach,Consumer,OFF-AR-5016,Newell Portable Art, Office Supplies,Art,CENTRAL,Texas,Austin,21.41,1.47,3,0.1, Standard Class,Lori Simmons,Cash
ORD-101204,16/03/2024,03/23/2024,CW-12552,Christina Walters,Consumer,TEC-MA-6152,Apple Standard Machine,Technology,Machines,East,New York,buffalo,"$2,268.44",403.81,5,0.15,SECOND CLASS,Suzanne Wood,Gift Card
ORD-103389,06-27-2023,2023-06-28,SJ-84341,Shannon Jones,Home Office,OFF-FA-9037,Xerox Ergonomic Fastener, Office Supplies,Fasteners, East,Pennsylvania,Philadelphia,$428.83,104.17,-6,0.2,standard class,TAMMY BOONE, Cash
ORD-106812,"Mar 21, 2023",03/25/2023,AC-43289,Amber Cooper,Corporate,FUR-TA-6374,Global Deluxe Table,Furniture,Tables,South ,Florida,Miami,3308.48,-114.49,4,0.0,FIRST CLASS,Suzanne Wood,Credit Card
ORD-109380,27/01/2024,01/31/2024,DJ-66498,Dustin Jordan,Corporate,OFF-EN-1430,Acme Portable Envelope, Office Supplies,ENVELOPES,Central, Ohio,Cleveland,$974.29,244.35,8,0.3,SAME DAY,Suzanne Wood ,Debit Card
ORD-102537,"Oct 24, 2024",2024-10-31,JA-72493,John Anderson,HOME OFFICE,FUR-FU-2211,Bevis Adjustable Furnishing,Furniture,Furnishings,East , New Jersey,Newark,"$3,068.64",629.98,9,0.2, First Class,Suzanne Wood,PayPal
ORD-108453,"Aug 01, 2023",06/08/2023,SG-89905,Samantha Gardner,Home Office,TEC-CO-4918,Canon Portable Copier,Technology,Copiers,Central ,Ohio,Columbus,"$9,114.26",-661.91,-9,0.5, Same Day,Amber Yang,DEBIT CARD
ORD-101831,23/11/2024,"Nov 29, 2024",LH-80539,Lisa Hunter,Corporate,OFF-AR-8368,Xerox Deluxe Art,Office Supplies,Art,Central ,texas,Dallas,28.3,5.66,2,0.4,First Class,James Webster,Cash
ORD-107930,09-25-2025,09/28/2025,JA-83563,Jamie Arnold,Consumer,FUR-CH-2463,Bush Adjustable Chair,Furniture,Chairs, West,Washington,Spokane,7353.06,929.41,11,0.0,Standard Class,Lori Simmons ,Cash
